GRID Exact Cut ID,Easting,Northing
2256,554500,178500
2257,554500,178500
2258,556500,178500
2259,508500,177500
2260,510500,177500
2261,510500,177500
2262,512500,177500
2263,514500,177500
2264,516500,177500
2265,518500,177500
2266,518500,177500
2267,520500,177500
2268,522500,177500
2269,522500,177500
2270,524500,177500
2271,526500,177500
2272,526500,177500
2273,526500,177500
2274,528500,177500
2275,528500,177500
2276,528500,177500
2277,530500,177500
2278,530500,177500
2279,532500,177500
2280,532500,177500
2281,534500,177500
2282,536500,177500
2283,538500,177500
2284,540500,177500
2285,542500,177500
2286,544500,177500
2287,546500,177500
2288,546500,177500
2289,548500,177500
2290,550500,177500
2291,552500,177500
2292,503500,176500
2293,503500,176500
2294,505500,176500
2295,507500,175500
2296,509500,175500
2297,509500,175500
2298,511500,175500
2299,513500,175500
2300,515500,175500
2301,517500,175500
2302,519500,175500
2303,521500,175500
2304,521500,175500
2305,523500,175500
2306,523500,175500
2307,525500,175500
2308,525500,175500
2309,527500,175500
2310,529500,175500
2311,531500,175500
2312,533500,175500
2313,535500,175500
2314,535500,175500
2315,537500,175500
2316,539500,175500
2317,539500,175500
2318,541500,175500
2319,543500,175500
2320,545500,175500
2321,545500,175500
2322,547500,175500
2323,549500,175500
2324,551500,175500
2325,554500,175500
2326,503500,174500
2327,505500,174500
2328,505500,174500
2329,507500,173500
2330,507500,173500
2331,507500,173500
2332,509500,173500
2333,511500,173500
2334,513500,173500
2335,515500,173500
2336,517500,173500
2337,519500,173500
2338,521500,173500
2339,521500,173500
2340,523500,173500
2341,525500,173500
2342,527500,173500
2343,529500,173500
2344,529500,173500
2345,531500,173500
2346,533500,173500
2347,535500,173500
2348,535500,173500
2349,537500,173500
2350,539500,173500
2351,541500,173500
2352,541500,173500
2353,541500,173500
2354,543500,173500
2355,545500,173500
2356,545500,173500
2357,547500,173500
2358,549500,173500
2359,551500,173500
2360,551500,173500
2361,554500,173500
2362,507500,171500
2363,507500,171500
2364,509500,171500
2365,509500,171500
2366,511500,171500
2367,513500,171500
2368,515500,171500
2369,517500,171500
2370,517500,171500
2371,519500,171500
2372,519500,171500
2373,521500,171500
2374,521500,171500
2375,521500,171500
2376,523500,171500
2377,525500,171500
2378,525500,171500
2379,527500,171500
2380,529500,171500
2381,529500,171500
2382,531500,171500
2383,531500,171500
2384,533500,171500
2385,533500,171500
2386,533500,171500
2387,533500,171500
2388,535500,171500
2389,535500,171500
2390,537500,171500
2391,537500,171500
2392,539500,171500
2393,539500,171500
2394,541500,171500
2395,541500,171500
2396,543500,171500
2397,543500,171500
2398,545500,171500
2399,545500,171500
2400,547500,171500
2401,549500,171500
2402,549500,171500
2403,551500,171500
2404,554500,171500
2405,511500,169500
2406,513500,169500
2407,513500,169500
2408,515500,169500
2409,517500,169500
2410,517500,169500
2411,519500,169500
2412,521500,169500
2413,521500,169500
2414,523500,169500
2415,525500,169500
2416,527500,169500
2417,529500,169500
2418,529500,169500
2419,529500,169500
2420,531500,169500
2421,533500,169500
2422,535500,169500
2423,537500,169500
2424,539500,169500
2425,541500,169500
2426,543500,169500
2427,545500,169500
2428,547500,169500
2429,549500,169500
2430,549500,169500
2431,549500,169500
2432,551500,169500
2433,554500,169500
2434,511500,167500
2435,513500,167500
2436,515500,167500
2437,515500,167500
2438,517500,167500
2439,517500,167500
2440,517500,167500
2441,519500,167500
2442,521500,167500
2443,523500,167500
2444,525500,167500
2445,527500,167500
2446,527500,167500
2447,529500,167500
2448,529500,167500
2449,529500,167500
2450,531500,167500
2451,533500,167500
2452,535500,167500
2453,535500,167500
2454,537500,167500
2455,539500,167500
2456,541500,167500
2457,543500,167500
2458,545500,167500
2459,547500,167500
2460,549500,167500
2461,549500,167500
2462,516500,165500
2463,518500,165500
2464,520500,165500
2465,520500,165500
2466,522500,165500
2467,522500,165500
2468,524500,165500
2469,526500,165500
2470,528500,165500
2471,530500,165500
2472,530500,165500
2473,532500,165500
2474,534500,165500
2475,536500,165500
2476,538500,165500
2477,540500,165500
2478,542500,165500
2479,544500,165500
2480,546500,165500
2481,548500,165500
2482,550500,165500
2483,516500,163500
2484,516500,163500
2485,518500,163500
2486,518500,163500
2487,520500,163500
2488,522500,163500
2489,524500,163500
2490,526500,163500
2491,528500,163500
2492,530500,163500
2493,530500,163500
2494,532500,163500
2495,534500,163500
2496,536500,163500
2497,538500,163500
2498,538500,163500
2499,540500,163500
2500,542500,163500
2501,544500,163500
2502,546500,163500
2503,548500,163500
2504,548500,163500
2505,550500,163500
2506,516500,161500
2507,516500,161500
2508,518500,161500
2509,518500,161500
2510,520500,161500
2511,522500,161500
2512,524500,161500
2513,524500,161500
2514,526500,161500
2515,526500,161500
2516,528500,161500
2517,530500,161500
2518,532500,161500
2519,534500,161500
2520,536500,161500
2521,536500,161500
2522,538500,161500
2523,538500,161500
2524,540500,161500
2525,542500,161500
2526,544500,161500
2527,546500,161500
2528,548500,161500
2529,550500,161500
2530,516500,159500
2531,516500,159500
2532,518500,159500
2533,520500,159500
2534,522500,159500
2535,524500,159500
2536,526500,159500
2537,528500,159500
2538,528500,159500
2539,528500,159500
2540,530500,159500
2541,532500,159500
2542,534500,159500
2543,534500,159500
2544,536500,159500
2545,538500,159500
2546,540500,159500
2547,540500,159500
2548,542500,159500
2549,544500,159500
2550,546500,159500
2551,546500,159500
2552,548500,159500
2553,550500,159500
2554,528500,157500
2555,528500,157500
2556,530500,157500
2557,530500,157500
2558,532500,157500
2559,532500,157500
2560,534500,157500
2561,536500,157500
2562,538500,157500
2563,540500,157500
2564,540500,157500
2565,542500,157500
2566,542500,157500
2567,544500,157500
2568,546500,157500
2569,548500,157500
2570,550500,157500
2571,528500,155500
2572,530500,155500
2573,530500,155500
2574,532500,155500
2575,534500,155500
2576,536500,155500
2577,538500,155500
2578,526500,199500
2579,526500,199500
2580,528500,199500
2581,530500,199500
2582,532500,199500
2583,534500,199500
2584,536500,199500
2585,536500,199500
2586,518500,197500
2587,520500,197500
2588,522500,197500
2589,522500,197500
2590,524500,197500
2591,524500,197500
2592,526500,197500
2593,526500,197500
2594,528500,197500
2595,530500,197500
2596,532500,197500
2597,534500,197500
2598,536500,197500
2599,518500,195500
2600,520500,195500
2601,520500,195500
2602,522500,195500
2603,524500,195500
2604,526500,195500
2605,528500,195500
2606,528500,195500
2607,530500,195500
2608,532500,195500
2609,534500,195500
2610,536500,195500
2611,538500,195500
2612,538500,195500
2613,540500,195500
2614,540500,195500
2615,510500,193500
2616,512500,193500
2617,514500,193500
2618,514500,193500
2619,516500,193500
2620,518500,193500
2621,518500,193500
2622,520500,193500
2623,522500,193500
2624,524500,193500
2625,526500,193500
2626,528500,193500
2627,530500,193500
2628,532500,193500
2629,534500,193500
2630,536500,193500
2631,536500,193500
2632,538500,193500
2633,540500,193500
2634,540500,193500
2635,542500,193500
2636,542500,193500
2637,544500,193500
2638,546500,193500
2639,546500,193500
2640,548500,193500
2641,548500,193500
2642,548500,193500
2643,550500,193500
2644,550500,193500
2645,552500,193500
2646,554500,193500
2647,504500,192500
2648,504500,192500
2649,506500,192500
2650,506500,192500
2651,508500,192500
2652,508500,192500
2653,510500,191500
2654,510500,191500
2655,510500,191500
2656,512500,191500
2657,514500,191500
2658,516500,191500
2659,518500,191500
2660,518500,191500
2661,520500,191500
2662,522500,191500
2663,524500,191500
2664,526500,191500
2665,528500,191500
2666,528500,191500
2667,528500,191500
2668,530500,191500
2669,530500,191500
2670,532500,191500
2671,532500,191500
2672,534500,191500
2673,534500,191500
2674,536500,191500
2675,536500,191500
2676,538500,191500
2677,540500,191500
2678,542500,191500
2679,542500,191500
2680,544500,191500
2681,544500,191500
2682,546500,191500
2683,548500,191500
2684,548500,191500
2685,548500,191500
2686,550500,191500
2687,552500,191500
2688,554500,191500
2689,556500,191500
2690,556500,191500
2691,504500,190500
2692,504500,190500
2693,506500,190500
2694,508500,190500
2695,510500,189500
2696,510500,189500
2697,512500,189500
2698,514500,189500
2699,516500,189500
2700,518500,189500
2701,518500,189500
2702,520500,189500
2703,520500,189500
2704,522500,189500
2705,524500,189500
2706,526500,189500
2707,528500,189500
2708,530500,189500
2709,532500,189500
2710,534500,189500
2711,534500,189500
2712,536500,189500
2713,538500,189500
2714,540500,189500
2715,542500,189500
2716,544500,189500
2717,546500,189500
2718,548500,189500
2719,548500,189500
2720,550500,189500
2721,552500,189500
2722,554500,189500
2723,556500,189500
2724,504500,188500
2725,504500,188500
2726,506500,188500
2727,508500,188500
2728,558500,188500
2729,558500,188500
2730,560500,188500
2731,510500,187500
2732,512500,187500
2733,514500,187500
2734,516500,187500
2735,516500,187500
2736,518500,187500
2737,520500,187500
2738,522500,187500
2739,522500,187500
2740,524500,187500
2741,526500,187500
2742,526500,187500
2743,526500,187500
2744,528500,187500
2745,528500,187500
2746,528500,187500
2747,530500,187500
2748,530500,187500
2749,532500,187500
2750,532500,187500
2751,534500,187500
2752,534500,187500
2753,536500,187500
2754,538500,187500
2755,540500,187500
2756,540500,187500
2757,542500,187500
2758,542500,187500
2759,544500,187500
2760,546500,187500
2761,546500,187500
2762,548500,187500
2763,548500,187500
2764,550500,187500
2765,550500,187500
2766,552500,187500
2767,554500,187500
2768,556500,187500
2769,504500,186500
2770,506500,186500
2771,508500,186500
2772,558500,186500
2773,560500,186500
2774,560500,186500
2775,510500,185500
2776,512500,185500
2777,512500,185500
2778,512500,185500
2779,514500,185500
2780,514500,185500
2781,516500,185500
2782,516500,185500
2783,518500,185500
2784,520500,185500
2785,522500,185500
2786,524500,185500
2787,524500,185500
2788,524500,185500
2789,526500,185500
2790,528500,185500
2791,530500,185500
2792,532500,185500
2793,532500,185500
2794,534500,185500
2795,536500,185500
2796,538500,185500
2797,538500,185500
2798,540500,185500
2799,540500,185500
2800,540500,185500
2801,542500,185500
2802,544500,185500
2803,544500,185500
2804,546500,185500
2805,546500,185500
2806,548500,185500
2807,550500,185500
2808,552500,185500
2809,554500,185500
2810,556500,185500
2811,504500,184500
2812,504500,184500
2813,506500,184500
2814,508500,184500
2815,558500,184500
2816,558500,184500
2817,560500,184500
2818,560500,184500
2819,510500,183500
2820,510500,183500
2821,512500,183500
2822,514500,183500
2823,516500,183500
2824,518500,183500
2825,518500,183500
2826,520500,183500
2827,520500,183500
2828,522500,183500
2829,522500,183500
2830,524500,183500
2831,524500,183500
2832,526500,183500
2833,526500,183500
2834,528500,183500
2835,528500,183500
2836,530500,183500
2837,532500,183500
2838,532500,183500
2839,534500,183500
2840,534500,183500
2841,536500,183500
2842,536500,183500
2843,538500,183500
2844,538500,183500
2845,540500,183500
2846,542500,183500
2847,544500,183500
2848,544500,183500
2849,546500,183500
2850,548500,183500
2851,550500,183500
2852,550500,183500
2853,552500,183500
2854,554500,183500
2855,556500,183500
2856,556500,183500
2857,504500,182500
2858,504500,182500
2859,506500,182500
2860,508500,182500
2861,510500,181500
2862,512500,181500
2863,512500,181500
2864,514500,181500
2865,516500,181500
2866,518500,181500
2867,520500,181500
2868,522500,181500
2869,524500,181500
2870,524500,181500
2871,526500,181500
2872,534500,181500
2873,536500,181500
2874,538500,181500
2875,538500,181500
2876,540500,181500
2877,542500,181500
2878,544500,181500
2879,544500,181500
2880,546500,181500
2881,546500,181500
2882,548500,181500
2883,548500,181500
2884,550500,181500
2885,550500,181500
2886,552500,181500
2887,554500,181500
2888,554500,181500
2889,556500,181500
2890,505500,180500
2891,505500,180500
2892,507500,180500
2893,509500,179500
2894,511500,179500
2895,511500,179500
2896,513500,179500
2897,515500,179500
2898,517500,179500
2899,519500,179500
2900,519500,179500
2901,521500,179500
2902,521500,179500
2903,521500,179500
2904,523500,179500
2905,523500,179500
2906,525500,179500
2907,527500,179500
2908,527500,179500
2909,535500,179500
2910,535500,179500
2911,537500,179500
2912,539500,179500
2913,539500,179500
2914,541500,179500
2915,541500,179500
2916,543500,179500
2917,543500,179500
2918,545500,179500
2919,547500,179500
2920,547500,179500
2921,549500,179500
2922,551500,179500
2923,551500,179500
2924,553500,179500
2925,553500,179500
2926,555500,179500
2927,557500,179500
2928,505500,178500
2929,505500,178500
2930,507500,178500
2931,509500,177500
2932,511500,177500
2933,513500,177500
2934,515500,177500
2935,517500,177500
2936,517500,177500
2937,519500,177500
2938,519500,177500
2939,521500,177500
2940,521500,177500
2941,523500,177500
2942,523500,177500
2943,525500,177500
2944,525500,177500
2945,527500,177500
2946,527500,177500
2947,529500,177500
2948,529500,177500
2949,529500,177500
2950,531500,177500
2951,531500,177500
2952,533500,177500
2953,535500,177500
2954,535500,177500
2955,537500,177500
2956,537500,177500
2957,539500,177500
2958,541500,177500
2959,543500,177500
2960,545500,177500
2961,545500,177500
2962,547500,177500
2963,547500,177500
2964,549500,177500
2965,551500,177500
2966,553500,177500
2967,553500,177500
2968,504500,176500
2969,504500,176500
2970,506500,176500
2971,508500,175500
2972,510500,175500
2973,510500,175500
2974,512500,175500
2975,514500,175500
2976,516500,175500
2977,516500,175500
2978,518500,175500
2979,520500,175500
2980,522500,175500
2981,522500,175500
2982,524500,175500
2983,524500,175500
2984,526500,175500
2985,526500,175500
2986,528500,175500
2987,528500,175500
2988,530500,175500
2989,532500,175500
2990,532500,175500
2991,534500,175500
2992,536500,175500
2993,538500,175500
2994,540500,175500
2995,542500,175500
2996,544500,175500
2997,544500,175500
2998,546500,175500
2999,548500,175500
3000,550500,175500
3001,552500,175500
3002,504500,174500
3003,504500,174500
3004,506500,174500
3005,506500,174500
3006,508500,173500
3007,508500,173500
3008,510500,173500
3009,512500,173500
3010,512500,173500
3011,514500,173500
3012,516500,173500
3013,518500,173500
3014,520500,173500
3015,522500,173500
3016,522500,173500
3017,524500,173500
3018,526500,173500
3019,528500,173500
3020,528500,173500
3021,530500,173500
3022,532500,173500
3023,532500,173500
3024,534500,173500
3025,534500,173500
3026,536500,173500
3027,538500,173500
3028,540500,173500
3029,540500,173500
3030,540500,173500
3031,542500,173500
3032,542500,173500
3033,544500,173500
3034,544500,173500
3035,546500,173500
3036,548500,173500
3037,550500,173500
3038,550500,173500
3039,552500,173500
3040,508500,171500
3041,508500,171500
3042,510500,171500
3043,510500,171500
3044,512500,171500
3045,512500,171500
3046,514500,171500
3047,516500,171500
3048,518500,171500
3049,518500,171500
3050,520500,171500
3051,520500,171500
3052,522500,171500
3053,522500,171500
3054,524500,171500
3055,526500,171500
3056,526500,171500
3057,528500,171500
3058,530500,171500
3059,532500,171500
3060,532500,171500
3061,532500,171500
3062,534500,171500
3063,534500,171500
3064,534500,171500
3065,536500,171500
3066,536500,171500
3067,538500,171500
3068,540500,171500
3069,540500,171500
3070,542500,171500
3071,542500,171500
3072,544500,171500
3073,544500,171500
3074,546500,171500
3075,548500,171500
3076,550500,171500
3077,552500,171500
3078,512500,169500
3079,512500,169500
3080,514500,169500
3081,514500,169500
3082,516500,169500
3083,518500,169500
3084,520500,169500
3085,522500,169500
3086,522500,169500
3087,524500,169500
3088,526500,169500
3089,528500,169500
3090,528500,169500
3091,530500,169500
3092,530500,169500
3093,530500,169500
3094,532500,169500
3095,534500,169500
3096,534500,169500
3097,536500,169500
3098,538500,169500
3099,540500,169500
3100,542500,169500
3101,544500,169500
3102,546500,169500
3103,548500,169500
3104,550500,169500
3105,550500,169500
3106,552500,169500
3107,512500,167500
3108,514500,167500
3109,516500,167500
3110,516500,167500
3111,518500,167500
3112,520500,167500
3113,522500,167500
3114,522500,167500
3115,522500,167500
3116,524500,167500
3117,526500,167500
3118,526500,167500
3119,528500,167500
3120,528500,167500
3121,530500,167500
3122,530500,167500
3123,530500,167500
3124,532500,167500
3125,534500,167500
3126,536500,167500
3127,536500,167500
3128,538500,167500
3129,540500,167500
3130,542500,167500
3131,544500,167500
3132,546500,167500
3133,548500,167500
3134,550500,167500
3135,517500,165500
3136,517500,165500
3137,519500,165500
3138,521500,165500
3139,521500,165500
3140,523500,165500
3141,525500,165500
3142,527500,165500
3143,529500,165500
3144,531500,165500
3145,533500,165500
3146,535500,165500
3147,537500,165500
3148,537500,165500
3149,539500,165500
3150,541500,165500
3151,543500,165500
3152,545500,165500
3153,547500,165500
3154,549500,165500
3155,549500,165500
3156,517500,163500
3157,517500,163500
3158,519500,163500
3159,519500,163500
3160,521500,163500
3161,523500,163500
3162,523500,163500
3163,525500,163500
3164,527500,163500
3165,529500,163500
3166,531500,163500
3167,531500,163500
3168,533500,163500
3169,535500,163500
3170,537500,163500
3171,539500,163500
3172,539500,163500
3173,541500,163500
3174,543500,163500
3175,545500,163500
3176,547500,163500
3177,549500,163500
3178,549500,163500
3179,517500,161500
3180,519500,161500
3181,521500,161500
3182,523500,161500
3183,523500,161500
3184,525500,161500
3185,525500,161500
3186,527500,161500
3187,527500,161500
3188,529500,161500
3189,529500,161500
3190,531500,161500
3191,533500,161500
3192,535500,161500
3193,535500,161500
3194,537500,161500
3195,537500,161500
3196,539500,161500
3197,539500,161500
3198,539500,161500
3199,541500,161500
3200,543500,161500
3201,545500,161500
3202,547500,161500
3203,547500,161500
3204,549500,161500
3205,517500,159500
3206,519500,159500
3207,521500,159500
3208,523500,159500
3209,525500,159500
3210,527500,159500
3211,529500,159500
3212,529500,159500
3213,531500,159500
3214,533500,159500
3215,533500,159500
3216,535500,159500
3217,535500,159500
3218,537500,159500
3219,539500,159500
3220,539500,159500
3221,541500,159500
3222,543500,159500
3223,545500,159500
3224,545500,159500
3225,547500,159500
3226,549500,159500
3227,529500,157500
3228,529500,157500
3229,531500,157500
3230,533500,157500
3231,533500,157500
3232,535500,157500
3233,537500,157500
3234,539500,157500
3235,541500,157500
3236,541500,157500
3237,543500,157500
3238,545500,157500
3239,545500,157500
3240,547500,157500
3241,549500,157500
3242,529500,155500
3243,531500,155500
3244,531500,155500
3245,533500,155500
3246,535500,155500
3247,537500,155500
3248,539500,155500
3249,555500,192500
3250,508500,181500
3251,554500,180500
3252,554500,180500
3253,507500,177500
3254,553500,176500
3255,553500,176500
3256,553500,174500
3257,553500,174500
3258,553500,172500
3259,553500,170500
3260,529500,182500
3261,531500,182500
3262,533500,182500
3263,533500,182500
3264,528500,180500
3265,528500,180500
3266,530500,180500
3267,530500,180500
3268,532500,180500
3269,530500,178500
3270,530500,178500
3271,532500,178500
3272,532500,178500
3273,532500,182500
3274,533500,180500
3275,533500,180500
3276,531500,178500
3277,531500,178500
3278,531500,183500
3279,531500,183500
3280,531500,181500
3281,530500,181500
3282,532500,181500
3283,529500,182500
3284,529500,182500
3285,531500,182500
3286,531500,182500
3287,533500,182500
3288,533500,182500
3289,530500,180500
3290,532500,180500
3291,530500,178500
3292,530500,178500
3293,527500,180500
3294,527500,180500
3295,531500,178500
3296,531500,178500
3297,533500,182500
3298,533500,182500
3299,528500,182500
3300,528500,182500
3301,530500,182500
3302,530500,182500
3303,532500,182500
3304,532500,182500
3305,529500,180500
3306,531500,180500
3307,531500,180500
3308,533500,180500
3309,533500,180500
3310,529500,178500
3311,529500,178500
3312,530500,179500
3313,533500,179500
3314,533500,179500
3315,528500,182500
3316,528500,182500
3317,530500,182500
3318,530500,182500
3319,532500,182500
3320,532500,182500
3321,529500,180500
3322,531500,180500
3323,533500,180500
3324,533500,180500
3325,527500,181500
3326,527500,181500
3327,531500,181500
3328,533500,181500
3329,533500,181500
3330,528500,179500
3331,528500,179500
3332,530500,179500
3333,531500,180500
3334,529500,181500
3335,531500,181500
3336,533500,181500
3337,533500,181500
3338,532500,179500
3339,532500,179500
3340,530500,183500
3341,530500,183500
3342,528500,181500
3343,528500,181500
3344,530500,181500
3345,529500,179500
3346,529500,179500
3347,531500,179500
3348,529500,181500
3349,531500,181500
3350,533500,181500
3351,531500,179500
3352,531500,179500
3353,530500,181500
3354,532500,181500
3355,532500,181500
